City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,santa cruz,-17.8,-63.1667,31.03,35,20,6.17,BO,1696013083
282,nynashamn,58.9034,17.9479,14.5,95,20,5.77,SE,1696013083
283,polyarnyy,69.1989,33.4478,10.5,91,100,5.94,RU,1696013083
284,kapuskasing,49.4169,-82.4331,21.05,37,40,5.66,CA,1696013085
285,belyy yar,53.6039,91.3903,8.94,93,88,1.0,RU,1696013085
286,ribeirao,-8.5144,-35.3778,27.08,64,62,5.07,BR,1696013085
287,dawson creek,55.7666,-120.2362,6.8,100,100,1.54,CA,1696013086
288,vadso,70.0744,29.7487,10.49,93,75,4.63,NO,1696013086
289,mahina,-17.5065,-149.489,26.87,74,20,1.54,PF,1696013086
290,pacific grove,36.6177,-121.9166,22.67,86,75,2.57,US,1696013087
291,semenivka,52.1783,32.5818,14.31,56,7,2.14,UA,1696013087
292,siguiri,11.6667,-9.5,26.88,75,77,1.39,GN,1696013087
293,shingu,33.7333,135.9833,22.51,88,100,1.78,JP,1696013088
294,opuwo,-18.0607,13.84,22.61,40,11,4.92,NA,1696013089
295,cova figueira,14.8905,-24.2934,25.21,81,100,3.38,CV,1696013089
296,cascais,38.6979,-9.4215,30.92,57,0,5.66,PT,1696013090
297,lakatoro,-16.0999,167.4164,23.09,66,92,7.31,VU,1696013090
298,asosa,10.0667,34.5333,16.71,91,100,0.77,ET,1696013090
299,port alfred,-33.5906,26.891,19.54,74,100,0.45,ZA,1696013091
300,san jeronimito,17.55,-101.3333,33.91,59,75,4.63,MX,1696013091
301,weno,7.4515,151.8468,27.97,89,75,5.14,FM,1696013091
302,malayer,34.2969,48.8235,16.48,32,0,2.31,IR,1696013092
303,coquimbo,-29.9533,-71.3436,16.85,72,20,6.17,CL,1696013092
304,yelizovo,53.1873,158.3805,-0.92,93,0,1.0,RU,1696013092
305,portage la prairie,49.9728,-98.2926,21.17,49,40,4.12,CA,1696013093
306,mondragon,12.5157,124.7523,25.73,93,100,2.32,PH,1696013093
307,constantia,44.1833,28.65,17.61,59,9,6.06,RO,1696013061
308,palikir - national government center,6.9248,158.1611,24.41,100,75,1.54,FM,1696013094
309,kill devil hills,36.0307,-75.676,22.0,91,100,5.66,US,1696012941
310,massawa,15.6097,39.45,32.78,58,57,1.54,ER,1696013095
311,mejit,10.2753,170.8646,28.51,76,100,6.86,MH,1696013095
312,lichinga,-13.3128,35.2406,21.05,60,0,2.24,MZ,1696013096
313,saint-louis,16.3333,-15.0,37.8,30,100,4.54,SN,1696013096
314,siyabuswa,-25.1132,29.0445,23.66,34,0,1.64,ZA,1696013097
315,taghazout,30.5426,-9.7112,24.43,41,0,4.06,MA,1696013097
316,tolanaro,-25.0319,46.9987,23.04,88,20,8.23,MG,1696013097
317,lesnoy,57.6198,63.0784,9.76,92,100,1.62,RU,1696013098
318,egilsstadir,65.2653,-14.3948,4.95,93,100,3.6,IS,1696013098
319,tonj,7.2737,28.6822,23.26,86,99,0.33,SS,1696013099
320,kingaroy,-26.5333,151.8333,12.23,95,0,0.57,AU,1696013099
321,karkira,36.9292,6.5856,20.95,77,0,1.38,DZ,1696013099
322,brigantine,39.4101,-74.3646,19.45,96,100,3.13,US,1696013100
323,buriti dos lopes,-3.175,-41.8669,30.86,46,53,5.66,BR,1696013100
324,agat village,13.3886,144.6585,26.52,91,0,1.54,GU,1696013100
325,qaqortoq,60.7167,-46.0333,4.35,59,4,1.31,GL,1696013101
326,saint-pierre,-21.3393,55.4781,21.82,73,0,2.06,RE,1696013101
327,luganville,-15.5333,167.1667,23.63,69,98,6.65,VU,1696013102
328,kangding,30.0513,101.9603,13.27,96,95,0.81,CN,1696013102
329,iquique,-20.2208,-70.1431,19.02,70,20,4.67,CL,1696012923
330,medicine hat,50.0501,-110.6683,14.56,55,40,2.06,CA,1696013103
331,guerrero negro,27.9769,-114.0611,23.07,59,4,5.54,MX,1696013104
332,semibratovo,57.3046,39.5369,13.92,86,95,2.9,RU,1696013104
333,encrucijada,22.6169,-79.8711,33.31,62,20,3.09,CU,1696013105
334,bhopal,23.2667,77.4,24.46,72,80,2.05,IN,1696013105
335,caleta de carquin,-11.0925,-77.6267,21.42,76,73,4.96,PE,1696013106
336,n'zeto,-7.2312,12.8666,23.81,86,17,4.29,AO,1696013106
337,ravar,31.2656,56.8055,21.0,22,0,2.47,IR,1696013107
338,kingston,17.997,-76.7936,31.53,76,20,6.69,JM,1696012573
339,kutum,14.2,24.6667,29.44,36,19,3.17,SD,1696013107
340,linton hall,38.7598,-77.575,21.41,81,100,4.63,US,1696013108
341,vladivostok,43.1056,131.8735,11.01,79,17,4.3,RU,1696013108
342,whangarei,-35.7317,174.3239,12.35,95,100,6.56,NZ,1696013108
343,muroto-misakicho,33.2833,134.15,25.54,78,94,2.39,JP,1696013109
344,kiunga,-6.1219,141.2906,22.06,99,100,1.76,PG,1696013109
345,kununurra,-15.7667,128.7333,19.99,77,100,0.0,AU,1696013109
346,darwha,20.3167,77.7667,23.92,95,100,2.38,IN,1696013110
347,la passe,45.5549,-0.8967,21.13,87,100,2.3,FR,1696013111
348,beidao,34.5686,105.8933,14.12,87,100,1.71,CN,1696013111
349,zaysan,47.4667,84.8667,13.21,48,98,1.77,KZ,1696013112
350,hajin,34.6927,40.827,29.27,25,0,3.68,SY,1696013112
351,gevgelija,41.1392,22.5025,21.7,42,9,1.89,MK,1696013113
352,ulsteinvik,62.3432,5.8487,15.42,76,100,3.58,NO,1696013054
353,campbellton,48.0075,-66.6727,19.25,47,100,1.97,CA,1696013113
354,isfana,39.8386,69.5306,16.31,61,56,2.8,KG,1696013114
355,takoradi,4.8845,-1.7554,25.68,89,5,3.66,GH,1696013114
356,brookings,44.3114,-96.7984,22.19,83,20,6.17,US,1696013114
357,piton saint-leu,-21.2196,55.3151,20.06,73,0,2.06,RE,1696013115
358,alesund,62.4723,6.1549,15.42,75,75,3.09,NO,1696013115
359,nyurba,63.2842,118.3319,5.12,90,100,2.9,RU,1696013115
360,pedregal,8.3667,-82.4333,31.05,66,40,2.06,PA,1696013116
361,touros,-5.1989,-35.4608,27.38,64,78,7.11,BR,1696013116
362,guanambi,-14.2233,-42.7814,35.02,24,52,5.52,BR,1696012870
363,borogontsy,62.6683,131.1683,-2.84,75,81,1.54,RU,1696013138
364,dives-sur-mer,49.2818,-0.1013,15.55,77,100,2.83,FR,1696013138
365,horta,38.5333,-28.6333,21.8,95,75,7.72,PT,1696013139
366,port hedland,-20.3167,118.5667,22.03,88,66,0.0,AU,1696013139
367,selkirk,50.1436,-96.8845,20.05,28,76,5.26,CA,1696012893
368,olavarria,-36.8927,-60.3225,14.56,45,6,6.0,AR,1696013140
369,valparaiso,-33.0393,-71.6273,19.13,64,0,5.66,CL,1696013140
370,bayanhongor,46.7167,100.1167,-1.28,57,7,1.33,MN,1696013141
371,sangkhla buri,15.1555,98.4536,22.74,99,100,0.87,TH,1696013141
372,nova sintra,14.8667,-24.7167,24.86,78,100,3.88,CV,1696013142
373,jetalsar,21.7,70.5833,27.13,73,100,2.78,IN,1696013142
374,sola,-13.8833,167.55,24.58,70,100,11.68,VU,1696013143
375,carnarvon,-24.8667,113.6333,18.94,77,4,9.65,AU,1696013143
376,melenci,45.5139,20.3172,20.67,40,1,1.02,RS,1696013143
377,esil,51.9556,66.4042,12.23,62,100,3.1,KZ,1696013144
378,ashburton,-37.8626,145.0794,17.42,38,2,3.71,AU,1696013144
379,bel ombre,-4.6167,55.4167,24.91,94,75,5.14,SC,1696013144
380,bay roberts,47.5999,-53.2648,19.25,67,94,2.68,CA,1696012873
381,cape coast,5.1053,-1.2466,25.77,90,35,4.55,GH,1696013145
382,singaraja,-8.112,115.0882,24.18,69,72,1.75,ID,1696013145
383,divrigi,39.371,38.1137,21.54,39,61,1.14,TR,1696013146
384,mulayjah,27.271,48.4242,29.83,36,0,2.47,SA,1696013146
385,dunedin,-45.8742,170.5036,4.33,83,92,4.47,NZ,1696012919
386,thinadhoo,0.5333,72.9333,28.18,77,18,6.71,MV,1696013147
387,amurzet,47.6967,131.0981,8.48,83,98,1.15,RU,1696013147
388,machico,32.7,-16.7667,25.4,79,20,5.14,PT,1696013147
389,bodden town,19.2833,-81.25,32.0,70,40,3.09,KY,1696013148
390,yamada,39.4667,141.95,15.9,71,100,1.58,JP,1696013148
391,kimberley,-28.7323,24.7623,17.83,27,0,2.57,ZA,1696013148
392,pontes e lacerda,-15.2261,-59.3353,29.08,65,71,4.66,BR,1696013149
393,shihezi,44.3,86.0333,16.74,33,100,0.69,CN,1696013149
394,phan rang-thap cham,11.5667,108.9833,24.1,94,100,1.9,VN,1696013149
395,east london,-33.0153,27.9116,21.52,78,0,2.06,ZA,1696013150
396,torit,4.4133,32.5678,27.02,58,44,1.54,SS,1696013150
397,guangyuan,32.442,105.823,16.74,92,6,1.56,CN,1696013150
398,al bardiyah,31.7561,25.0865,24.56,67,0,2.95,LY,1696013151
399,chengzihe,45.3333,131.0667,11.57,70,100,1.32,CN,1696013151
400,aasiaat,68.7098,-52.8699,0.27,92,99,2.34,GL,1696013151
401,sao jose da coroa grande,-8.8978,-35.1478,26.81,67,75,4.72,BR,1696013152
402,punta del este,-34.9667,-54.95,19.06,77,75,5.14,UY,1696012914
403,potosi,-19.5836,-65.7531,17.48,39,20,5.14,BO,1696013152
404,nagqu,31.5,92.0,2.94,88,100,2.34,CN,1696013153
405,beau vallon,-20.4189,57.6953,24.13,78,75,4.63,MU,1696013153
406,gazojak,41.1875,61.4036,18.41,29,5,2.32,TM,1696013154
407,narvik,68.4384,17.4272,11.88,99,100,0.1,NO,1696013154
408,ermoupolis,37.4423,24.9425,22.72,49,0,4.12,GR,1696013154
409,cuenca,-2.8833,-78.9833,23.07,38,75,5.14,EC,1696012950
410,jacksonville,30.3322,-81.6556,28.56,80,75,7.2,US,1696012892
411,delta del tigre,-34.7633,-56.3853,19.23,63,40,5.14,UY,1696013155
412,huanggang,23.677,116.9996,27.94,89,0,0.94,CN,1696013156
413,sinabang,2.4803,96.3801,26.44,80,100,2.58,ID,1696013156
414,prado,-17.3411,-39.2208,24.8,70,86,5.83,BR,1696013073
415,alofi,-19.0595,-169.9187,22.94,94,35,1.54,NU,1696013157
416,tuy hoa,13.0833,109.3,24.64,92,25,2.54,VN,1696013157
417,bocas del toro,9.3333,-82.25,30.62,72,9,1.34,PA,1696013157
418,aleg,17.0481,-13.9209,38.37,22,100,3.74,MR,1696013157
419,namie,37.4833,141.0,20.4,83,100,0.38,JP,1696013158
420,pathein,16.7833,94.7333,24.39,99,100,1.78,MM,1696013158
421,nchelenge,-9.3451,28.734,27.26,54,92,1.97,ZM,1696013158
422,road town,18.4167,-64.6167,33.02,66,40,4.12,VG,1696013034
423,tazovsky,67.4667,78.7,-1.94,84,8,8.24,RU,1696013159
424,zouerate,22.7187,-12.4521,36.97,12,10,3.75,MR,1696013159
425,kousseri,12.0769,15.0306,29.98,62,40,0.51,CM,1696013160
426,tidjikja,18.5564,-11.4271,38.19,9,90,3.6,MR,1696013160
427,mochudi,-24.4167,26.15,23.33,27,0,2.65,BW,1696013160
428,taichung,24.1469,120.6839,29.16,85,20,1.54,TW,1696013161
429,atar,20.5169,-13.0499,38.04,12,98,5.17,MR,1696013161
430,zyryanovsk,49.7386,84.2719,9.12,65,100,1.11,KZ,1696013162
431,ocean city,39.2776,-74.5746,19.45,89,100,4.92,US,1696013163
432,zhangye,38.9342,100.4517,12.86,31,20,1.26,CN,1696013163
433,manokwari,-0.8667,134.0833,25.2,84,83,1.76,ID,1696013164
434,ban houakhoua,20.2453,100.4547,22.81,100,100,0.3,LA,1696013164
435,muana,-1.5283,-49.2167,36.81,32,11,2.93,BR,1696013165
436,beihai,21.4833,109.1,27.31,81,100,2.8,CN,1696013165
437,glubokoye,50.1456,82.3114,10.86,76,75,3.0,KZ,1696013166
438,broome,42.2506,-75.833,21.21,82,75,3.6,US,1696013166
439,esmeraldas,-19.7625,-44.3139,25.48,47,87,4.87,BR,1696012930
440,sambava,-14.2667,50.1667,22.04,89,16,4.45,MG,1696013167
441,al jawf,29.5,38.75,28.19,17,0,4.14,SA,1696013167
442,beloyarskiy,63.7119,66.6722,1.11,75,8,1.79,RU,1696013168
443,koulikoro,14.0,-7.75,31.76,34,66,2.92,ML,1696013168
444,homer,59.6425,-151.5483,10.02,81,0,1.54,US,1696013168
445,tottori,35.5,134.2333,20.98,78,11,2.88,JP,1696013169
446,orenburg,51.7727,55.0988,10.03,65,52,2.14,RU,1696013169
447,nuuk,64.1835,-51.7216,2.34,93,75,8.05,GL,1696013169
448,pleiku,13.9833,108.0,19.51,97,26,1.03,VN,1696013170
449,nabire,-3.3667,135.4833,24.04,93,100,1.88,ID,1696013170
450,lusaka,-15.4067,28.2871,25.13,34,42,3.99,ZM,1696013170
451,selfoss,63.9331,-20.9971,7.25,65,99,0.45,IS,1696013171
452,mar del plata,-38.0023,-57.5575,11.16,84,100,7.2,AR,1696012983
453,puerto carreno,6.189,-67.4859,34.99,49,20,1.03,CO,1696013171
454,puerto san jose,13.9256,-90.8244,30.74,67,66,2.77,GT,1696013172
455,kerikeri,-35.2268,173.9474,13.84,89,100,2.68,NZ,1696013172
456,mili,6.0815,171.735,26.78,87,100,10.68,MH,1696013172
457,saudarkrokur,65.7461,-19.6394,5.22,83,100,2.07,IS,1696013173
458,nangong,37.3581,115.3744,17.01,91,0,2.74,CN,1696013173
459,am timan,11.0297,20.2827,24.82,82,40,1.08,TD,1696013173
460,castillos,-34.1667,-53.8333,15.75,82,100,2.39,UY,1696013174
461,victoria,22.2855,114.1577,29.62,83,16,1.79,HK,1696012951
462,eirunepe,-6.6603,-69.8736,26.08,82,100,1.07,BR,1696013025
463,fort mcmurray,56.7268,-111.381,7.77,93,100,5.14,CA,1696013138
464,vernal,40.4555,-109.5287,22.03,23,0,2.57,US,1696013175
465,volcan,8.7667,-82.6333,22.06,80,80,1.16,PA,1696013175
466,sandnessjoen,66.0217,12.6316,11.29,93,75,3.09,NO,1696013176
467,bahula,23.6518,87.1647,26.99,86,100,1.2,IN,1696013176
468,tamanrasset,22.785,5.5228,26.95,21,40,5.66,DZ,1696013176
469,malango,-2.9627,119.9001,18.93,98,94,0.45,ID,1696013176
470,prymors'k,46.7348,36.3443,19.89,46,7,5.85,UA,1696013177
471,wad rawah,15.1603,33.1397,35.87,28,10,1.51,SD,1696013177
472,choyr,46.3611,108.3611,3.62,67,0,2.85,MN,1696013177
473,wloclawek,52.6482,19.0678,20.21,53,100,1.71,PL,1696013178
474,freetown,8.484,-13.2299,27.09,84,100,2.43,SL,1696013178
475,pak phanang,8.3511,100.202,26.65,80,93,2.25,TH,1696013178
476,carutapera,-1.195,-46.02,30.44,59,40,4.8,BR,1696013179
477,crane,31.3974,-102.3501,32.91,32,0,9.08,US,1696013179
478,quincy,42.2529,-71.0023,16.92,87,100,5.14,US,1696013010
479,zhelezinka,53.54,75.3072,11.87,66,97,1.38,KZ,1696013180
480,altay,47.8667,88.1167,8.3,55,61,3.38,CN,1696013180
481,arkhangel'sk,64.5401,40.5433,11.25,92,100,3.78,RU,1696013181
482,puerto armuelles,8.2833,-82.8667,30.99,85,100,2.24,PA,1696013181
483,neiafu,-18.65,-173.9833,22.38,88,75,5.14,TO,1696013181
484,outokumpu,62.7269,29.0159,14.94,95,100,3.6,FI,1696013182
485,las tablas,7.7667,-80.2833,30.35,68,97,2.56,PA,1696013182
486,dryden,49.7833,-92.7503,15.16,100,100,4.12,CA,1696013182
487,bardai,11.65,7.2333,22.95,84,10,0.78,NG,1696013183
488,tayshet,55.9342,98.0044,9.08,86,100,3.01,RU,1696013183
489,mabaruma,8.2,-59.7833,33.0,66,75,3.09,GY,1696013183
490,broken hill,-31.95,141.4333,17.69,31,0,3.71,AU,1696013184
491,hammerfest,70.6634,23.6821,8.25,93,0,2.06,NO,1696013184
492,igarka,67.4667,86.5833,0.06,99,100,2.28,RU,1696013184
493,cassilandia,-19.1133,-51.7342,36.35,26,99,2.26,BR,1696013185
494,kralendijk,12.15,-68.2667,34.99,49,0,6.17,BQ,1696013185
495,vilyuchinsk,52.9306,158.4028,-0.85,71,100,0.7,RU,1696013186
496,ljusdal,61.8288,16.0913,11.26,91,15,2.79,SE,1696013187
497,bhuban,20.8833,85.8333,27.09,84,98,1.08,IN,1696013187
498,bamora,24.0552,78.0909,24.92,59,100,2.45,IN,1696013188
499,mossendjo,-2.9506,12.7261,22.79,90,13,0.98,CG,1696013188
500,santa elena de uairen,4.6167,-61.1333,30.16,45,83,3.3,VE,1696013189
501,el carril,-25.0741,-65.4917,21.58,32,81,7.02,AR,1696013189
502,quang ngai,15.1167,108.8,24.64,91,23,2.35,VN,1696013189
503,wamba,8.9333,8.6,21.53,96,100,0.26,NG,1696013190
504,undurkhaan,47.3194,110.6556,4.86,71,8,1.92,MN,1696013190
505,cole harbour,44.6724,-63.4751,21.09,74,9,5.14,CA,1696013190
506,lagunas,-5.2269,-75.6753,35.11,44,100,1.53,PE,1696013191
507,nadi,-17.8,177.4167,22.0,64,75,5.14,FJ,1696013191
508,leticia,-4.2153,-69.9406,32.03,62,40,2.57,CO,1696013191
509,saint-leu,-21.15,55.2833,21.48,90,5,0.58,RE,1696013192
510,newman,37.3138,-121.0208,26.8,30,6,1.11,US,1696013192
511,san isidro,-12.1167,-77.05,20.77,68,75,4.12,PE,1696013192
512,clinton,42.587,-82.9199,21.79,79,15,1.75,US,1696012961
513,san antonio de pale,-1.4014,5.6325,24.87,84,6,5.2,GQ,1696013194
514,sisimiut,66.9395,-53.6735,2.76,81,90,1.51,GL,1696013194
515,shimoda,34.6667,138.95,24.04,80,81,1.94,JP,1696013194
516,naifaru,5.4444,73.3657,27.7,80,53,6.13,MV,1696013195
517,mitsamiouli,-11.3847,43.2844,25.16,78,20,2.57,KM,1696013195
518,devils lake,48.1128,-98.8651,21.06,47,0,4.63,US,1696013195
519,impfondo,1.6381,18.0667,23.71,90,100,1.03,CG,1696013196
520,pangkalanbuun,-2.6833,111.6167,23.28,92,100,0.54,ID,1696013196
521,grande prairie,55.1667,-118.8027,7.1,87,100,1.54,CA,1696013184
522,lerwick,60.1545,-1.1494,12.0,89,27,11.99,GB,1696013196
523,mount gambier,-37.8333,140.7667,11.84,56,96,3.48,AU,1696013197
524,miles city,46.4083,-105.8406,18.54,55,0,2.57,US,1696013198
525,vila velha,-20.3297,-40.2925,22.97,77,75,4.92,BR,1696013199
526,bridgetown,13.1,-59.6167,32.27,74,40,7.2,BB,1696013079
527,bodaybo,57.8506,114.1933,4.72,87,81,0.77,RU,1696013199
528,alpena,45.0617,-83.4327,19.18,74,100,2.06,US,1696013200
529,nieuw amsterdam,5.8833,-55.0833,37.3,34,20,2.57,SR,1696013200
530,gokcebey,41.3058,32.1423,18.24,91,80,1.19,TR,1696013200
531,tsetserleg,47.475,101.4542,0.45,67,6,1.8,MN,1696013201
532,happy valley-goose bay,53.3168,-60.3315,18.17,45,75,2.57,CA,1696013109
533,kavieng,-2.5744,150.7967,26.9,79,100,2.35,PG,1696013201
534,bangkalan,-7.0455,112.7351,26.97,76,4,1.69,ID,1696013202
535,gracias,14.5833,-88.5833,30.81,66,68,1.86,HN,1696013202
536,airuk,7.2772,168.8203,27.61,82,100,7.43,MH,1696013202
537,primero de mayo,-32.2552,-58.4228,22.12,38,4,6.11,AR,1696013203
538,kone,-21.0595,164.8658,17.16,79,30,2.74,NC,1696013203
539,quchan,37.106,58.5095,12.06,42,0,1.43,IR,1696013203
540,merowe,18.4833,31.8167,38.18,13,41,2.48,SD,1696013204
541,andergrove,-21.0833,149.1833,17.03,82,12,3.58,AU,1696013204
542,lazaro cardenas,17.9583,-102.2,30.6,75,50,3.01,MX,1696013204
543,kailua-kona,19.6406,-155.9956,27.98,71,0,3.09,US,1696012907
544,storvreta,59.9667,17.7,15.99,82,100,3.09,SE,1696013205
545,san patricio,28.017,-97.5169,34.93,45,47,5.14,US,1696013205
546,sitka,57.0531,-135.33,9.94,81,100,2.06,US,1696013206
547,inari,68.906,27.0288,11.11,95,99,2.35,FI,1696013206
548,shevchenko,48.5,35.0,20.08,37,0,3.45,UA,1696013206
549,bikenibeu village,1.3673,173.1241,27.98,78,75,4.12,KI,1696013207
550,turpan,42.9333,89.1667,23.22,22,100,0.9,CN,1696013207
551,toamasina,-18.1667,49.3833,24.0,78,75,4.63,MG,1696013207
552,urengoy,65.9667,78.3667,0.62,88,99,6.71,RU,1696013208
553,manadhoo,5.7667,73.3833,27.57,79,58,6.11,MV,1696013208
554,labrador city,52.9463,-66.9114,15.95,44,40,1.03,CA,1696013111
555,sinjai,-5.1241,120.253,22.4,88,94,1.6,ID,1696013209
556,progreso,21.2833,-89.6667,33.39,68,69,4.96,MX,1696013210
557,wickenburg,33.9686,-112.7296,33.43,13,0,5.67,US,1696013210
558,choibalsan,48.0667,114.5,5.86,79,17,3.95,MN,1696013211
559,yacuiba,-22.038,-63.6797,29.43,45,75,2.57,BO,1696013211
560,envira,-7.3,-70.2167,34.28,44,84,2.2,BR,1696013212
561,kaoma,-14.7833,24.8,24.74,38,85,2.13,ZM,1696013212
562,amasra,41.7463,32.3863,19.15,85,11,1.75,TR,1696013212
563,jaora,23.6333,75.1333,24.44,59,17,1.44,IN,1696013213
